seed,sigma,method,n_mcetp,mwp_at_50,ndcg_at_50,mwp_at_100,ndcg_at_100,mwp_at_250,ndcg_at_250
521,1.0,PTI-noObs,40,0.32,0.505,0.21,0.5773,0.152,0.7911
521,1.0,PTI-noCrit,40,0.24,0.2454,0.26,0.4461,0.148,0.5851
522,0.0,EPSS-day0,25,0.2,0.2911,0.2,0.4927,0.096,0.5657
522,0.0,CAP-day0,25,0.28,0.5641,0.24,0.7615,0.096,0.7615
522,0.0,EPSS-matured-oracle,25,0.28,0.6171,0.24,0.8159,0.096,0.8159
522,0.0,CVSS-only,25,0.22,0.3847,0.18,0.5249,0.096,0.6289
522,0.0,Random,25,0.0,0.0,0.0,0.0,0.016,0.0645
522,0.0,Context-only,25,0.06,0.1266,0.04,0.1476,0.04,0.2498
522,0.0,PTI-full,25,0.28,0.6236,0.24,0.8224,0.096,0.8224
522,0.0,PTI-noObs,25,0.3,0.6111,0.21,0.7306,0.096,0.7833
522,0.0,PTI-noCrit,25,0.2,0.2924,0.2,0.494,0.096,0.5669
522,0.25,EPSS-day0,25,0.2,0.287,0.22,0.5274,0.096,0.5633
522,0.25,CAP-day0,25,0.26,0.5495,0.24,0.7705,0.096,0.7705
522,0.25,EPSS-matured-oracle,25,0.28,0.6171,0.24,0.8159,0.096,0.8159
522,0.25,CVSS-only,25,0.16,0.3041,0.19,0.5192,0.096,0.604
522,0.25,Random,25,0.02,0.0476,0.02,0.069,0.008,0.069
522,0.25,Context-only,25,0.06,0.1266,0.04,0.1476,0.04,0.2498
522,0.25,PTI-full,25,0.3,0.6262,0.24,0.804,0.096,0.804
522,0.25,PTI-noObs,25,0.2,0.4995,0.21,0.7189,0.096,0.7702
522,0.25,PTI-noCrit,25,0.2,0.2896,0.21,0.5109,0.096,0.565
522,0.5,EPSS-day0,25,0.24,0.3915,0.21,0.5699,0.096,0.6233
522,0.5,CAP-day0,25,0.26,0.5672,0.22,0.7515,0.096,0.7878
522,0.5,EPSS-matured-oracle,25,0.28,0.6171,0.24,0.8159,0.096,0.8159
522,0.5,CVSS-only,25,0.24,0.3347,0.19,0.4718,0.096,0.5559
522,0.5,Random,25,0.0,0.0,0.0,0.0,0.008,0.0337
522,0.5,Context-only,25,0.06,0.1266,0.04,0.1476,0.04,0.2498
522,0.5,PTI-full,25,0.32,0.674,0.23,0.8128,0.096,0.8312
522,0.5,PTI-noObs,25,0.3,0.6692,0.21,0.7882,0.096,0.8394
522,0.5,PTI-noCrit,25,0.24,0.3419,0.21,0.5215,0.096,0.5755
522,0.75,EPSS-day0,25,0.2,0.2816,0.23,0.5423,0.096,0.5607
522,0.75,CAP-day0,25,0.28,0.583,0.24,0.7859,0.096,0.7859
522,0.75,EPSS-matured-oracle,25,0.28,0.6171,0.24,0.8159,0.096,0.8159
522,0.75,CVSS-only,25,0.26,0.3463,0.2,0.4861,0.096,0.5572
522,0.75,Random,25,0.0,0.0,0.02,0.0383,0.012,0.0561
522,0.75,Context-only,25,0.06,0.1266,0.04,0.1476,0.04,0.2498
522,0.75,PTI-full,25,0.32,0.6543,0.24,0.8161,0.096,0.8161
522,0.75,PTI-noObs,25,0.32,0.6519,0.21,0.7528,0.096,0.8072
522,0.75,PTI-noCrit,25,0.24,0.3162,0.23,0.5364,0.096,0.5547
522,1.0,EPSS-day0,25,0.24,0.3511,0.18,0.4705,0.092,0.5569
522,1.0,CAP-day0,25,0.26,0.5957,0.2,0.7355,0.092,0.788
522,1.0,EPSS-matured-oracle,25,0.28,0.6171,0.24,0.8159,0.096,0.8159
522,1.0,CVSS-only,25,0.26,0.4307,0.21,0.5888,0.092,0.6236
522,1.0,Random,25,0.0,0.0,0.01,0.021,0.004,0.021
522,1.0,Context-only,25,0.06,0.1266,0.04,0.1476,0.04,0.2498
522,1.0,PTI-full,25,0.3,0.6876,0.22,0.8264,0.096,0.8606
522,1.0,PTI-noObs,25,0.32,0.6961,0.22,0.8152,0.096,0.8479
522,1.0,PTI-noCrit,25,0.26,0.4079,0.2,0.5456,0.096,0.6147
523,0.0,EPSS-day0,32,0.2,0.2424,0.24,0.478,0.128,0.5997
523,0.0,CAP-day0,32,0.24,0.4667,0.28,0.7362,0.128,0.7982
523,0.0,EPSS-matured-oracle,32,0.28,0.5253,0.29,0.7753,0.128,0.8217
523,0.0,CVSS-only,32,0.18,0.2552,0.22,0.4775,0.124,0.6041
523,0.0,Random,32,0.0,0.0,0.01,0.0166,0.024,0.0884
523,0.0,Context-only,32,0.0,0.0,0.02,0.0339,0.036,0.1328
523,0.0,PTI-full,32,0.28,0.5253,0.29,0.7753,0.128,0.8217
523,0.0,PTI-noObs,32,0.32,0.5592,0.23,0.6753,0.128,0.8045
523,0.0,PTI-noCrit,32,0.2,0.2424,0.24,0.478,0.128,0.5995
523,0.25,EPSS-day0,32,0.24,0.2991,0.24,0.499,0.128,0.6206
523,0.25,CAP-day0,32,0.26,0.484,0.27,0.7197,0.128,0.7968
523,0.25,EPSS-matured-oracle,32,0.28,0.5253,0.29,0.7753,0.128,0.8217
523,0.25,CVSS-only,32,0.24,0.3252,0.19,0.4436,0.128,0.6295
523,0.25,Random,32,0.0,0.0,0.01,0.0167,0.008,0.0304
523,0.25,Context-only,32,0.0,0.0,0.02,0.0339,0.036,0.1328
523,0.25,PTI-full,32,0.28,0.5373,0.27,0.756,0.128,0.8331
523,0.25,PTI-noObs,32,0.28,0.5529,0.23,0.7039,0.128,0.8319
523,0.25,PTI-noCrit,32,0.22,0.2801,0.24,0.4989,0.128,0.6204
523,0.5,EPSS-day0,32,0.2,0.2843,0.22,0.4859,0.128,0.6336
523,0.5,CAP-day0,32,0.24,0.4688,0.27,0.7199,0.128,0.7924
523,0.5,EPSS-matured-oracle,32,0.28,0.5253,0.29,0.7753,0.128,0.8217
523,0.5,CVSS-only,32,0.22,0.2788,0.21,0.4521,0.124,0.5995
523,0.5,Random,32,0.0,0.0,0.02,0.0343,0.016,0.0628
523,0.5,Context-only,32,0.0,0.0,0.02,0.0339,0.036,0.1328
523,0.5,PTI-full,32,0.26,0.5226,0.25,0.7272,0.128,0.8317
523,0.5,PTI-noObs,32,0.36,0.6225,0.24,0.7217,0.124,0.8259
523,0.5,PTI-noCrit,32,0.2,0.2958,0.22,0.4987,0.128,0.6472
523,0.75,EPSS-day0,32,0.24,0.2954,0.21,0.4515,0.128,0.613
523,0.75,CAP-day0,32,0.32,0.5446,0.23,0.6631,0.128,0.7979
523,0.75,EPSS-matured-oracle,32,0.28,0.5253,0.29,0.7753,0.128,0.8217
523,0.75,CVSS-only,32,0.24,0.3274,0.2,0.4594,0.128,0.6332
523,0.75,Random,32,0.0,0.0,0.0,0.0,0.012,0.0425
523,0.75,Context-only,32,0.0,0.0,0.02,0.0339,0.036,0.1328
523,0.75,PTI-full,32,0.3,0.5737,0.25,0.7424,0.128,0.8466
523,0.75,PTI-noObs,32,0.28,0.5462,0.23,0.6964,0.128,0.8275
523,0.75,PTI-noCrit,32,0.22,0.2737,0.22,0.4621,0.128,0.6093
523,1.0,EPSS-day0,32,0.22,0.3053,0.21,0.4746,0.124,0.6173
523,1.0,CAP-day0,32,0.28,0.5197,0.24,0.6888,0.128,0.8025
523,1.0,EPSS-matured-oracle,32,0.28,0.5253,0.29,0.7753,0.128,0.8217
523,1.0,CVSS-only,32,0.16,0.1841,0.21,0.4062,0.12,0.5364
523,1.0,Random,32,0.02,0.0197,0.01,0.0197,0.012,0.0483
523,1.0,Context-only,32,0.0,0.0,0.02,0.0339,0.036,0.1328
523,1.0,PTI-full,32,0.28,0.5142,0.24,0.684,0.128,0.801
523,1.0,PTI-noObs,32,0.28,0.4772,0.23,0.628,0.124,0.7444
523,1.0,PTI-noCrit,32,0.2,0.2549,0.23,0.4725,0.128,0.6014
524,0.0,EPSS-day0,32,0.26,0.3266,0.24,0.5118,0.124,0.6196
524,0.0,CAP-day0,32,0.3,0.5187,0.3,0.7724,0.124,0.788
524,0.0,EPSS-matured-oracle,32,0.32,0.5708,0.3,0.8078,0.124,0.8235
524,0.0,CVSS-only,32,0.26,0.3346,0.23,0.5041,0.124,0.6213
524,0.0,Random,32,0.02,0.0198,0.01,0.0198,0.016,0.0611
524,0.0,Context-only,32,0.02,0.0315,0.05,0.0981,0.032,0.1395
524,0.0,PTI-full,32,0.32,0.5601,0.3,0.7972,0.124,0.8128
524,0.0,PTI-noObs,32,0.34,0.5971,0.25,0.7325,0.124,0.822
524,0.0,PTI-noCrit,32,0.26,0.3124,0.24,0.4976,0.124,0.6054
524,0.25,EPSS-day0,32,0.26,0.3417,0.24,0.5275,0.124,0.6354
524,0.25,CAP-day0,32,0.32,0.5258,0.3,0.7615,0.124,0.7767
524,0.25,EPSS-matured-oracle,32,0.32,0.5708,0.3,0.8078,0.124,0.8235
524,0.25,CVSS-only,32,0.24,0.3211,0.23,0.5092,0.12,0.6143
524,0.25,Random,32,0.02,0.0228,0.01,0.0228,0.008,0.0367
524,0.25,Context-only,32,0.02,0.0315,0.05,0.0981,0.032,0.1395
524,0.25,PTI-full,32,0.34,0.5783,0.3,0.7983,0.128,0.8285
524,0.25,PTI-noObs,32,0.36,0.6375,0.26,0.7714,0.124,0.8459
524,0.25,PTI-noCrit,32,0.28,0.3251,0.25,0.5099,0.128,0.6166
524,0.5,EPSS-day0,32,0.24,0.3752,0.24,0.5802,0.124,0.6854
524,0.5,CAP-day0,32,0.32,0.554,0.27,0.7408,0.124,0.801
524,0.5,EPSS-matured-oracle,32,0.32,0.5708,0.3,0.8078,0.124,0.8235
524,0.5,CVSS-only,32,0.28,0.3324,0.25,0.5204,0.124,0.6051
524,0.5,Random,32,0.0,0.0,0.0,0.0,0.004,0.0138
524,0.5,Context-only,32,0.02,0.0315,0.05,0.0981,0.032,0.1395
524,0.5,PTI-full,32,0.34,0.59,0.29,0.7921,0.128,0.8367
524,0.5,PTI-noObs,32,0.36,0.579,0.25,0.6996,0.128,0.8021
524,0.5,PTI-noCrit,32,0.24,0.3034,0.26,0.5405,0.128,0.6292
524,0.75,EPSS-day0,32,0.22,0.2979,0.22,0.4871,0.12,0.6016
524,0.75,CAP-day0,32,0.3,0.5092,0.24,0.6632,0.124,0.7624
524,0.75,EPSS-matured-oracle,32,0.32,0.5708,0.3,0.8078,0.124,0.8235
524,0.75,CVSS-only,32,0.26,0.3864,0.21,0.5219,0.116,0.6407
524,0.75,Random,32,0.0,0.0,0.0,0.0,0.012,0.0436
524,0.75,Context-only,32,0.02,0.0315,0.05,0.0981,0.032,0.1395
524,0.75,PTI-full,32,0.34,0.5822,0.23,0.6855,0.128,0.8201
524,0.75,PTI-noObs,32,0.3,0.5587,0.26,0.7464,0.124,0.8197
524,0.75,PTI-noCrit,32,0.26,0.3074,0.22,0.4615,0.128,0.6066
524,1.0,EPSS-day0,32,0.28,0.3678,0.22,0.5025,0.12,0.6219
524,1.0,CAP-day0,32,0.3,0.5425,0.27,0.7443,0.124,0.8013
524,1.0,EPSS-matured-oracle,32,0.32,0.5708,0.3,0.8078,0.124,0.8235
524,1.0,CVSS-only,32,0.22,0.3571,0.24,0.5747,0.116,0.6478
524,1.0,Random,32,0.02,0.0242,0.02,0.0406,0.012,0.0538
524,1.0,Context-only,32,0.02,0.0315,0.05,0.0981,0.032,0.1395
524,1.0,PTI-full,32,0.34,0.5701,0.28,0.7546,0.128,0.8126
524,1.0,PTI-noObs,32,0.3,0.5179,0.27,0.7187,0.12,0.7628
524,1.0,PTI-noCrit,32,0.26,0.3591,0.24,0.5458,0.124,0.6502
