condition_id,task_id,method_id,mean_ap,mean_pk,rule_ap,rule_pk,failure_flag,n_seeds
c_base_seed137,T7,M3_iforest,0.75,0.2,1.0,0.2,True,1
c_base_seed137,T7,M4_lof,0.41666666666666663,0.2,1.0,0.2,True,1
c_base_seed137,T7,M5_ocsvm,0.7,0.2,1.0,0.2,True,1
c_base_seed137,T7,M6_linearae,1.0,0.2,1.0,0.2,True,1
c_base_seed137,T7,M7_zscore,1.0,0.2,1.0,0.2,True,1
c_base_seed137,T7,M8_graphif,0.75,0.2,1.0,0.2,True,1
c_base_seed2024,T1,M2_hybrid,1.0,0.4,1.0,0.4,True,1
c_base_seed2024,T1,M3_iforest,1.0,0.4,1.0,0.4,True,1
c_base_seed2024,T1,M4_lof,0.43333333333333335,0.3,1.0,0.4,True,1
c_base_seed2024,T1,M5_ocsvm,1.0,0.4,1.0,0.4,True,1
c_base_seed2024,T1,M6_linearae,0.2205762987012987,0.1,1.0,0.4,True,1
c_base_seed2024,T1,M7_zscore,1.0,0.4,1.0,0.4,True,1
c_base_seed2024,T1,M8_graphif,1.0,0.4,1.0,0.4,True,1
c_base_seed2024,T2,M2_hybrid,0.7345238095238095,0.4,0.7044973544973545,0.4,True,1
c_base_seed2024,T2,M3_iforest,0.5132275132275133,0.4,0.7044973544973545,0.4,True,1
c_base_seed2024,T2,M4_lof,0.8409090909090908,0.4,0.7044973544973545,0.4,False,1
c_base_seed2024,T2,M5_ocsvm,0.8964646464646464,0.4,0.7044973544973545,0.4,False,1
c_base_seed2024,T2,M6_linearae,0.8,0.4,0.7044973544973545,0.4,False,1
c_base_seed2024,T2,M7_zscore,0.9444444444444444,0.4,0.7044973544973545,0.4,False,1
c_base_seed2024,T2,M8_graphif,0.5132275132275133,0.4,0.7044973544973545,0.4,True,1
c_base_seed2024,T3,M2_hybrid,0.8333333333333333,0.2,1.0,0.2,True,1
c_base_seed2024,T3,M3_iforest,1.0,0.2,1.0,0.2,True,1
c_base_seed2024,T3,M4_lof,0.41025641025641024,0.2,1.0,0.2,True,1
c_base_seed2024,T3,M5_ocsvm,1.0,0.2,1.0,0.2,True,1
c_base_seed2024,T3,M6_linearae,1.0,0.2,1.0,0.2,True,1
c_base_seed2024,T3,M7_zscore,0.11905982905982905,0.13333333333333333,1.0,0.2,True,1
c_base_seed2024,T3,M8_graphif,1.0,0.2,1.0,0.2,True,1
c_base_seed2024,T4,M2_hybrid,0.7772048767775761,1.0,0.998399537991447,1.0,True,1
c_base_seed2024,T4,M3_iforest,0.7793186454033284,1.0,0.998399537991447,1.0,True,1
c_base_seed2024,T4,M4_lof,1.0,1.0,0.998399537991447,1.0,True,1
c_base_seed2024,T4,M5_ocsvm,1.0,1.0,0.998399537991447,1.0,True,1
c_base_seed2024,T4,M6_linearae,1.0,1.0,0.998399537991447,1.0,True,1
c_base_seed2024,T4,M7_zscore,0.8069688452239138,1.0,0.998399537991447,1.0,True,1
c_base_seed2024,T5,M2_hybrid,0.48461085712391283,0.44,0.38630436699289405,0.4,False,1
c_base_seed2024,T5,M3_iforest,0.5379489186058006,0.44,0.38630436699289405,0.4,False,1
c_base_seed2024,T5,M4_lof,0.5236838892391055,0.44,0.38630436699289405,0.4,False,1
c_base_seed2024,T5,M5_ocsvm,0.5829473711305089,0.36,0.38630436699289405,0.4,False,1
